"","price","retail_price","units_sold","uses_ad_boosts","rating","rating_count","rating_five_count","rating_four_count","rating_three_count","rating_two_count","rating_one_count","badges_count","badge_local_product","badge_product_quality","badge_fast_shipping","tags","product_color","product_variation_inventory","shipping_is_express","countries_shipped_to","inventory_total","merchant_rating","product_variation_size_id","origin_country"
"927",3.67,13,1000,0,4.09,197,97,48,33,10,9,0,0,0,0,"sleeveless,Fashion,Tank,letter print,Women Blouse,Summer,Workout,summer t-shirts,Fox,Casual,Funny,Women's Fashion,Casual T-Shirt,women t shirt,women tank top,Print,loose t-shirt,women top,Tops,Women","black",50,0,43,50,4.13672316384181,"S","CN"
"928",12,11,100,0,3.73,104,40,24,24,4,12,0,0,0,0,"cute,Plus Size,bikini set,bathing suit,sexy bikini,Floral,Women's Fashion,Fashion,Summer,printedbikini,Summer Fashion,sexy,Swimsuit  For Women,Casual,Women Fashion,Women,Floral print,Swimsuit,Bikini,Print,Beach,Swimming","yellow",50,0,42,50,4.02782025644042,"S","CN"
"929",2.71,6,100,1,3.4,20,6,5,4,1,4,0,0,0,0,"Summer,Shorts,pants,Loose,Overalls,Casual,Women's Fashion,Fashion,black,sleeveless,jumpsuit,jumpsuitsampromper,Women Fashion,Women","pink",2,0,31,50,3.79744816586922,"XS","CN"
"930",5.73,5,100,0,4.03,63,29,14,15,3,2,0,0,0,0,"Summer,Shorts,Breathable,Spring,Men,Socks,low,pure,Invisible,Cotton","black",50,0,137,50,4.00311526479751,"No size","CN"
"932",9,8,100,0,3.7,27,11,4,6,5,1,0,0,0,0,"Jeans,Plus Size,Sleeve,Summer,Dress,Denim,summer dress,denimjeansdres,short sleeves,casual dresses,Ladies,Women's Fashion,Shorts,minishirtdres,Lines,mididre,Women","blue",50,0,81,50,3.89423076923077,"M","CN"
"933",14,12,100,0,2.7,20,6,1,3,1,9,0,0,0,0,"Summer,Fashion,Shirt,Dresses,Dress,Women's Fashion,Midi Dress,sexy,Skirts,Casual,Women","pink",14,0,27,50,3.92270237370663,"S","CN"
"934",3.66,4,100,0,3.04,23,7,3,4,2,7,0,0,0,0,"Summer,Fashion,crop top,Lace,womens bralette,sheerlacebra,lacebralette,lace bralette top,Spaghetti Strap,Women's Fashion,bra top,women top,Tops,Bras,Necks","blue",50,0,138,50,3.95316874522779,"2XL","CN"
"935",6,6,100,0,3.4,5,2,0,2,0,1,0,0,0,0,"blouse,Women Vest,Vest,summer t-shirts,Tank,Shirt,Summer,Tops,Loose,Casual,slingtop,Print,Women's Fashion,printed,Tops & T-Shirts,Plus size top,sleeveless,Tank&Sleeveless","yellow",50,0,14,50,3.625,"XS","CN"
"936",12,85,1000,0,3.58,137,63,18,17,14,25,0,0,0,0,"printedtop,strapless,Fashion,Floral print,Sexy Top,Mini,Tops,strapless crop top,Women's Fashion,tank top,tops for women,Print,T Shirts,Ladies,floraltop,Dress,Mini dress,summer tops,Floral,Cotton","white",50,0,43,50,3.85539040695788,"S","CN"
"938",13,56,100,1,3.55,20,8,5,1,2,4,0,0,0,0,"shortskirtsdresse,summer dress,womenshortsleevedre,Fashion,Sleeve,slim dress,Summer,Dress,ellessedressforwomen,short sleeves,Women's Fashion,Shorts,solidcolordresse,Sexy Dress,sexyshortdresse,women dress,sexy,slim,shortsdresse,ellesse,Women","black",50,0,38,50,3.77477477477477,"S","CN"
"939",3,3,50,0,4.25,4,3,0,0,1,0,0,0,0,0,"Sleeveless dress,dressesforwomen,Summer,long dress,Dress,summer dress,backless dress,Casual,Cotton Dress,Party Dress,sleeveless,prom dresses,loose dress,Women","orange",1,0,27,50,4.03571428571429,"XS","CN"
"940",9,8,1000,1,3.67,108,43,20,24,8,13,0,0,0,0,"Summer,Vest,Plus Size,long dress,Dress,Loose,V-neck,Ladies,beach dress,Fashion,party,Floral,Casual,Deep V-Neck,Swing dress,Floral print,Party Dress,Women's Fashion,maixdre,Sleeveless dress,retro,Swing,Print,women dress,Beach,sleeveless","winered & yellow",1,0,35,50,3.92468451089141,"XL","CN"
"941",11,11,1000,0,3.62,131,53,26,21,11,20,0,0,0,0,"Summer,Shorts,Fashion,Spaghetti,evening gown,Outfits,Casual,Elegant,Women's Fashion,Plus Size,sleeveless,summer dresses,women Jumpsuit,Rompers,jumpsuit","pink",50,0,41,50,3.81714900741449,"S","CN"
"942",11,10,100,0,3.55,89,37,17,10,8,17,0,0,0,0,"Mini,Fashion,Summer,long dress,plus size dress,Dress,slim,Mini dress,Women's Fashion,Party Dress,printed,Sexy Dress,Skirts,Casual,Slim Fit,Deep V-Neck,party,dress slim,Flowers,Necks,Plus Size,summer dress,Sleeveless dress,print dress,Evening Dress,Ladies,women dress,shoulder dress,Women,Beach,sleeveless","rose",17,0,32,50,3.55681818181818,"XS","CN"
"943",11,10,100,1,3.13,45,11,11,7,5,11,0,0,0,0,"Summer,Women Rompers,trousers,Tank,Fashion,Long pants,Spring,pants,Women's Fashion,Cargo pants,harem pants,Jumpsuits & Rompers,overallsforwomen,bibpant,Ladies,Wool,women Jumpsuit,Casual,jumpsuit","blue",1,0,26,50,3.38186813186813,"XS","CN"
"945",7,49,1000,0,3.99,194,98,41,25,15,15,0,0,0,0,"Mens T Shirt,fathertshirt,Fashion,Shirt,Summer,mensfitnesstshirt,Tops,summer t-shirts,T Shirts,Men's Fashion,Men,giftformen,Fitness,summer tops,gifts for dad,gymstighttshirt","black",50,0,40,50,4.31602172437203,"S","CN"
"946",3.73,17,100,1,4.37,27,17,7,1,0,2,1,0,1,0,"blouse,Summer,Shorts,Grunge,letter print,Sleeve,Funny,Shirt,short sleeves,Women's Fashion,strangerthing,Clothing,Women,Fashion,T Shirts,Cotton","white",5,0,48,50,4.52186588921283,"S","CN"
"947",8,10,50,0,5,2,2,0,0,0,0,0,0,0,0,"Summer,short sleeve dress,neck dress,Necks,Sleeve,Beach,Dress,Loose,short sleeves,V-neck,Shorts,beach dress,Plus Size,Midi Dress,summer dress,Print,Pullovers,Women's Fashion,Casual,Women","yellow",5,0,23,50,3.8740157480315,"XS","CN"
"948",3.81,25,100,1,3.32,25,11,3,2,1,8,0,0,0,0,"water,blowing,Elastic,Children's Toys,Balloon,Plastic,Rubber,airball,childrensballoon,bubbleball,bubble","orange",50,0,35,50,3.94453507340946,"S","CN"
"950",12,86,1000,0,4.09,702,386,143,81,35,57,0,0,0,0,"Summer,Dress,summerswimwear,Swimwear,V-neck,strap,boho,backless,baggykaftandresse,party,sexy,Cocktail Dress,boho dress,Beach,Women","white",10,0,37,50,4.25328717068352,"S","CN"
"951",6,6,100,1,5,2,2,0,0,0,0,0,0,0,0,"Summer,casualjumpsuit,summerjumpsuit,cottonblendjumpsuit,jumpsuitforwomen,widelegpant,Jumpsuits & Rompers,sleevelessjumpsuit,loosejumpsuit,sleeveless,Women,women Jumpsuit,Casual,jumpsuit","black",1,0,27,50,4.03571428571429,"XS","CN"
"954",13,11,50,0,4.33,12,7,3,1,1,0,0,0,0,0,"Women's Fashion,bikini set,Bathing Suits For Women,Swimwear,swimsuits for women,Women's Bikini Swimwear,Bikini,BikiniWomen,sexy,Beach,Bikinis For Women,Women","pink",1,0,79,24,4.09353670427636,"L","CN"
"956",3.9,5,1000,0,3.11,57,19,4,13,6,15,0,0,0,0,"Summer,Shorts,Yoga,pants,Athletics,Women's Fashion,Fashion,Sport,Beach,Casual,Women","pink",9,0,91,50,3.88272200772201,"S","CN"
"957",8,47,100,1,4.33,110,69,23,7,7,4,1,0,1,0,"Summer,Fashion,crop top,short sleeves,Short top,Women's Fashion,printed,highcollartop,transparentblouse,Sleeve,Shirt,Shorts,Sexy Top,angelprint,Vintage,Tops,Collar,topsforwoman,Women,meshshirt,sheer mesh top,Short Sleeve T-Shirt","blue",50,0,43,50,4.57751937984496,"S","CN"
"960",8,10,50,1,5,0,0,0,0,0,0,0,0,0,0,"blouse,Summer,Fashion,Ladies Fashion,topsandtop,slim,V-neck,Ladies,Women S Clothing,sleeveless tops,Print,sleeveless,Printing,Tops,Women","black",50,0,41,50,4.14624156388178,"XS","CN"
"961",4.68,25,1000,1,3.69,127,53,25,21,12,16,0,0,0,0,"Women Vest,Vest,Fashion,crop top,Halter,Summer,sportvest,tank top,Women's Fashion,Tie Dye,sexy,Dyes,Sport,fitnessvest,Women Fashion,Women,Tank,#Sport Bra,Tops,Fitness,Running,summer tops,Ladies,sleeveless,women top","blue",50,0,43,50,4.0578109847483,"2XL","CN"
"962",8,43,1000,0,4,180,91,39,28,3,19,0,0,0,0,"Summer,woman fashion,casualshirtforwomen,Woman clothes,summer tank top,Tank,Tops,Slim Fit,woman top,sextop,sleeveless tops,sleeveless,Girls Clothes,Fashion tank top,Fashion,Casual","black",50,0,41,50,3.93358137664035,"M","CN"
"964",8,51,1000,1,3.61,256,109,47,36,20,44,0,0,0,0,"elastic waist,Casual pants,Bottom,pants,palazzopant,widelegpant,Women's Fashion,Fashion,ninthpant,Loose,Wool,Casual,layeredpalazzopant,Women","white",50,0,38,50,4.14195344129555,"S","CN"
"965",7,26,100,0,2.9,10,4,0,0,3,3,0,0,0,0,"Summer,Plus Size,Lace,Dress,Lace Dress,V-neck,Women's Fashion,Women Clothing,Sleeveless dress,sleeveless,summer dresses,women dress,loose dress,casual dress","white",50,0,33,50,3.1875,"S","CN"
"967",7,30,1000,1,3.28,179,64,25,30,18,42,0,0,0,0,"blouse,Plus Size,Summer,Dress,short sleeves,V-neck,beach dress,Fashion,Casual,Deep V-Neck,Shorts,Tops & Blouses,Sleeve,summer dress,Women's Fashion,Swimsuit,Party Dress,Ladies,party,linen dress,Beach,loose dress,Swimming","white",50,0,109,50,4.38209174311927,"XS","CN"
"968",5.65,5,1000,1,3.87,108,50,20,21,8,9,0,0,0,0,"Summer,womens top,Women Blouse,Plus size top,short sleeves,V-neck,Women's Fashion,Fashion,short sleeve shirt,summer tops,blouse,Plus Size,Shorts,Shirt,Sleeve,Tops,Casual,T-Shirt womens,Tops & T-Shirts,Ladies,Casual Tops,Short Sleeve T-Shirt","yellow",50,0,36,50,4.05454545454545,"M","CN"
"969",9,65,1000,0,4.09,520,281,113,56,30,40,0,0,0,0,"Summer,Bat,Fashion,Tops & Blouses,Shirt,Sleeve,Wings,tee shirt women,Tops,Women's Fashion,Shorts,T Shirts,Plus Size,european,Women,Casual,Necks","black",13,0,94,50,4.06422983198666,"L","CN"
"971",12,58,1000,0,4.18,239,150,36,20,13,20,0,0,0,0,"bohemia,Vest,Plus Size,long shirt,gothic clothing,slim,Cross,tank top,Mini dress,womensfahison,Women's Fashion,sleeveless tops,Deep V-Neck,Slim T-shirt,deepvneckvest,Vintage,Tops,printedvest,T Shirts,boho,skull,crossbandage,V-neck,sleeveless,printed","blue",50,0,52,50,4.14656882189607,"M","CN"
"972",5,5,1000,1,3.1,31,15,0,1,3,12,0,0,0,0,"Summer,Outdoor,Gifts,Balloon,ballonnen,bubbleball,water,Game,Toy,Fun,party,gaes,bubble,Children,Inflatable,kids","no color",50,0,27,50,4.32521489971347,"S","CN"
"973",3.84,4,1000,0,3.18,55,19,7,10,3,16,0,0,0,0,"Outdoor,bubble,stretch,playtoy,Inflatable,bubbleball,tearresistant,interactive,Soft,Balloon,kids","green",50,0,36,50,4.31858407079646,"S","CN"
"975",12,31,1000,0,3.87,344,178,56,41,24,45,0,0,0,0,"bathing suit,Fashion,Sports & Outdoors,summersuit,Men,pantssuit,T Shirts,Basketball,Men's pants,printed,Sport,Swimming suit,tshirtsuit,Shorts,Shirt,Clothing,track suit,Fashion Suits,Running,Men's Fashion,Sport Suits,Suits","green",50,0,12,50,4.00782472613459,"XS","CN"
"976",5.79,9,100,1,3.96,53,27,9,7,8,2,0,0,0,0,"jumpsuitsjean,Shorts,Summer,Jeans,Denim,pants,Women's Fashion,denimjeansshort,denimbibpant,pantsshort,rompers womens jumpsuit,womensexy,Women,denimjumpsuit,Women Fashion,jumpsuit","white",1,0,43,50,3.72115384615385,"2XS","CN"
"977",7,66,10,1,5,0,0,0,0,0,0,0,0,0,0,"Summer,Plus Size,Floral print,Dresses,Spring,Dress,summer dress,Print,Women's Fashion,Sleeveless dress,women's dress,Floral,sleeveless","blue",50,0,41,50,4.04223064428803,"XS","CN"
"978",3,5,1000,1,4.05,327,170,71,45,14,27,0,0,0,0,"Summer,Shorts,benchwomen,pants,sportshort,women fashion shorts,Women's Fashion,Sportwear women,Sport,Casual,Women","black",1,0,90,50,4.07985182136242,"S","CN"
"979",13,22,1000,1,4.01,156,85,32,12,10,17,0,0,0,0,"Summer,Plus Size,Elastic,Lace,Casual pants,pants,women's pants,summer shorts,Women's Fashion,Womens shorts,Shorts,Casual,Beach Shorts Women,elastic waist,loosepant,high waisted shorts,Lace Up,Panties,Women","khaki",50,0,30,50,4.33074534161491,"XS","CN"
"981",8,76,100,1,3.64,11,5,2,1,1,2,0,0,0,0,"Summer,plus size hippie dresses,Plus Size,hippie,Dresses,Dress,asymmetrical dress,Casual,Round neck,long dress,Women's Fashion,Fashion,Midi Dress,maxi dress,t-shirt dress,women dress,printed,Women,loose dress,sleeveless,Shirt","purple",26,0,25,50,3.51428571428571,"5XL","CN"
"982",9,8,100,1,4.07,46,26,7,7,2,4,0,0,0,0,"beach shoes,sandalendamen,Sandals,Fashion,Womens Shoes,Summer,sandalswomen,summer shoes,platformsandal,wedgessandal,sandalefemme,Women's Fashion,open toe,High Heel,Women,Head,fish,Heels,Shoes","beige",10,0,30,50,3.96666666666667,"EU 35","CN"
"983",9,8,1000,1,4.27,754,431,171,100,30,22,1,0,1,0,"Summer,Plus Size,Shirt,letter print,topsamptshirt,short sleeves,Women's Fashion,Shorts,women shirt,topsamptee,Sleeve,Print,Fashion,Casual,Cotton","pink",50,0,43,50,4.10061567474624,"S","CN"
"984",4.9,8,1000,1,3.83,99,43,18,23,8,7,0,0,0,0,"Summer,Fashion,Necks,Beach,Dress,Loose,beach dress,Round neck,Women's Fashion,sleeveless,Skirts,Casual,Women","white",1,0,41,50,3.89967327625056,"2XS","CN"
"985",8,38,1000,0,4.14,196,113,35,25,8,15,0,0,0,0,"Summer,Plus Size,Swimming,bikinibeachwear,one shoulder-bikini,summerbathingsuit,Swimwear,Swimsuit,padded,ladyswimwear,Bikini,Fashion,Women,summersunsuit,fashionwomenmonkini,WomenBikini,sexy,Ladies,Women's Fashion,womenonepiecebikini","black",50,0,39,50,4.38310756972112,"M","CN"
"986",25,38,50,1,3.17,6,2,1,1,0,2,0,0,0,0,"slim dress,neck dress,Necks,rainbow,Evening Dress,Dress,summer dress,Party Dress,Women's Fashion,Formal Dress,beach dress,Sleeveless dress,Summer,party,Sexy Dress,women dress,sexy,Beach,backless","rainbow",10,0,27,37,4.00997506234414,"S","CN"
"987",2,2,100,1,2.57,7,1,1,2,0,3,0,0,0,0,"Summer,Plus Size,Lace,Casual pants,Bottom,pants,Loose,Women's Fashion,Shorts,Lace Up,Elastic,Casual,Women","yellow",5,0,30,50,4.02446009753077,"S","CN"
"988",9,8,1000,1,3.52,295,126,38,48,28,55,0,0,0,0,"Summer,Vest,Plus Size,long dress,Dress,casual dresses,V-neck,Ladies,beach dress,Party Dress,Party Dresses,Floral,summer dresses,Casual,Swing dress,Floral print,Dresses,Women's Fashion,Maxi Dresses,retro,party,Swing,Print,sleeveless,Beach","gray",17,0,35,50,3.92468451089141,"S","CN"
"989",11,42,100,0,4.24,55,33,11,5,3,3,0,0,0,0,"Summer,Fashion,high waist,Family,Dress,Waist,Swimsuit,Swimwear,beach wear,Bikini,Mother,Holiday,Clothes,matching,Swimming","green",9,0,105,50,4.36578990361052,"daughter 24M","CN"
"990",12,102,1000,1,4.22,206,119,44,24,8,11,1,0,1,0,"dressforwomen,Shorts,Necks,Sleeve,midcalf,Vintage,Dress,Loose,short sleeves,long,Round neck,Women's Fashion,Summer,summer dress,solid color,women dress,Women,Casual,Cotton","grey",8,0,37,50,4.21162324649299,"S","CN"
"992",7,17,10,0,5,2,2,0,0,0,0,0,0,0,0,"joggingpant,Shorts,Casual pants,pants,Summer,Overalls,beachpant,tacticalpant,bermudashort,summerpant,Classics,Casual","grey",2,0,21,50,3.60869565217391,"25","CN"
"993",8,25,100,1,4,55,30,9,7,4,5,0,0,0,0,"Plus Size,crop top,vintagetop,chiffon,Vintage,printtop,tank top,Casual,Women's Fashion,Fashion,sleeveless tops,chiffon blouse,sleeveless,Print,Tank,Women,Tops,Bras,Necks","black",50,0,43,50,4.1068667576171,"S","CN"
"994",8,7,1000,0,4.22,124,75,25,8,8,8,0,0,0,0,"Summer,Vest,Plus Size,summer t-shirts,tank top,Sleeveless Shirt,vestforwomen,Design,printed,party,Casual,Women Fashion,Women,Tank,Beach,Tops,T Shirts,fashion top,Women's Fashion,Cotton,Fashion,womens vest,sleeveless","grey",50,0,43,50,4.05746835443038,"S","CN"
"998",4.83,51,50,1,2,1,0,0,0,1,0,0,0,0,0,"blouse,Summer,Plus Size,Tops & Blouses,Shirt,Women Vest,Tank,button,Spaghetti Strap,tank top,Tops,Women's Fashion,Fashion,V-neck,sleeveless,Casual,Women","white",3,0,39,50,3.82456140350877,"XS","VE"
"999",6,7,100,1,4,2,1,0,1,0,0,0,0,0,0,"Mini,Vest,Fashion,camisole,Summer,Dress,Women's Fashion,retro,Striped,Beach,button,Women","black",50,0,44,50,4.05104906013571,"S","CN"
"1000",13,11,100,0,4.35,26,18,4,1,1,2,1,0,1,0,"2pieceset,Shorts,crop top,Sleeve,Summer,tiktok,Spring,Tops,Spaghetti Strap,short sleeves,Fashion","pink & white",50,0,139,50,4.04761904761905,"XS","US"
"1002",8,7,1000,0,3.6,141,64,22,19,7,29,0,0,0,0,"blouse,Summer,Vest,Plus Size,Tank,Necks,Shirt,Tops,Women's Fashion,tank top,boho,Fashion,printed,sleeveless,bohemian,Casual,Women","pink",50,0,24,50,3.88146380270485,"S","CN"
"1003",7,6,1000,0,4.16,129,72,26,17,7,7,0,0,0,0,"halter top,Women Vest,Vest,bagbuckle,crop top,Halter,Summer,Tops,tank top,Casual,Bags,Women's Fashion,Fashion,silmfit,solid color,Casual Tops,sexy,summer tops,Women","black",50,0,73,50,4.20403825717322,"XS","CN"
"1004",9,8,100,1,3.18,72,17,19,12,8,16,0,0,0,0,"Summer,trousers,Tank,pants,Spring,Overalls,Women's Fashion,Fashion,black,Ladies,sleeveless,Wool,women Jumpsuit,Casual,jumpsuit","red",10,0,26,50,3.72916666666667,"S","CN"
"1007",8,7,1000,1,3.63,161,64,31,30,14,22,0,0,0,0,"runningshortsformen,Summer,Shorts,Waist,Elastic,Bottom,casualshort,zippers,athleticshort,Running,Pocket,workoutshortsformen,athleticshortsmen,Fashion,knee,camouflageshortsformen,elastic waist,Athletics,Casual,Jerseys,summershortsformen","lightgrey",50,0,49,50,3.97338173018754,"S","CN"
"1015",6,23,1000,1,3.94,251,120,53,41,18,19,0,0,0,0,"blouse,Vest,Fashion,Tank,Shirt,Tops,T Shirts,tank tops women,Women's Fashion,sleeveless,Casual,Lace","white",50,0,54,50,3.97041969955088,"S","CN"
"1017",2.65,3,100,0,4.58,33,26,4,0,2,1,1,0,1,0,"kerchief,Flowers,Waist,handkerchief,gradualchange,Hip Hop,Fashion Accessories,Printing,printed,squarescarf,Cotton,Fashion,scarf,bandanna","no color",50,0,14,50,3.98777777777778,"2","CN"
"1025",8,7,1000,1,3.93,54,27,12,6,2,7,0,0,0,0,"Summer,Fashion,Floral print,Mini,Dress,Mini dress,Print,Women's Fashion,Sexy Dress,Floral,sexy,Spaghetti,Women Fashion","yellow",19,0,28,50,4.08089077364417,"S","CN"
"1026",1.7,9,1000,1,3.86,86,41,17,13,5,10,0,0,0,0,"Summer,painlessdepilation,legs,hairremoval,Skincare,permanent,Sprays,depilatory,armpit,hair,Arms","no color",50,0,57,50,3.99173553719008,"10 ml","CN"
"1027",12,59,100,0,3.59,64,24,16,10,2,12,0,0,0,0,"vtie,Summer,long skirt,Dress,summer dress,womens clothes,Women's Fashion,Party Dress,openfork,wavepoint,Sexy Dress,sexy,Skirts,casual dress","white",50,0,44,50,4.01392067124333,"S","CN"
"1030",5,59,100,0,4.27,22,13,4,4,0,1,0,0,0,0,"Sleeveless dress,sleeveless,Fashion,Mini,Dress,summer dress,V Neckdress,V-neck,Mini dress,Casual,Women's Fashion,Party Dress,Summer,Jack Daniels,print dress,party,Print,women dress,loose dress,Women Fashion,casual dress","green",5,0,43,50,4.12667946257198,"XS","CN"
"1031",9,49,100,1,3.72,109,51,14,21,9,14,0,0,0,0,"pink,Summer,Polyester,Shorts,Set,cute,printingpajama,Cartoons,Women's Fashion,Women S Clothing,pyjama,bunny,Pajamas,Women","pink",50,0,36,50,4.04119850187266,"M","CN"
"1032",15,68,1000,1,3.87,546,257,112,87,30,60,0,0,0,0,"Blues,Summer,Shorts,Shirt,Sleeve,cottonlinenshirt,Tops,short sleeves,casual shirt,henley,Casual,T Shirts,Green,Yellow,Fashion Men,Men's Shirt,linentop,Cotton","yellow",50,0,40,50,4.18405904059041,"L","CN"
"1033",5,5,1000,1,3.1,31,15,0,1,3,12,0,0,0,0,"Summer,Outdoor,Gifts,Balloon,ballonnen,bubbleball,water,Game,Toy,Fun,party,gaes,bubble,Children,Inflatable,kids","no color",50,0,27,50,4.32521489971347,"S","CN"
"1034",15,13,100,0,4.11,56,29,14,7,2,4,0,0,0,0,"Summer,Shorts,pants,Short pants,Denim,summer shorts,jean shorts,Women's Fashion,Plus Size,Denim Shorts,women trousers,sexy,Jeans,Women,Fashion,Casual,trousers,hotcasual","lightblue",50,0,41,50,4.03047091412742,"L","CN"
"1035",11,54,1000,1,3.93,90,42,21,13,7,7,0,0,0,0,"Summer,Vest,Plus Size,Tank,tunic,Tops,tank top,Print,Women's Fashion,Printing,blousetop,V-neck,sleeveless,Fashion,Casual","red",36,0,29,50,4.09358828172967,"S","CN"
"1036",14,84,100,0,3.79,103,47,20,16,7,13,0,0,0,0,"bobo,Mini,Fashion,chiffon,Summer,Beach,Dress,summer dress,boho,Floral dress,Mini dress,beach dress,Shorts,party,maxi dress,Floral,sleeveless,Women's Fashion,evening party dress","black",50,0,49,50,4.28839911156672,"S","CN"
"1039",13,11,1000,0,3.47,487,187,78,82,59,81,0,0,0,0,"Summer,Plus Size,Loose,floralprinted,Women's Fashion,off shoulder,printed,summerjumpsuit,loosejumpsuit,sleeveless,Women,Women's Jumpsuits,Casual,jumpsuit","prussianblue",50,0,14,50,3.97874659400545,"S","CN"
"1040",3.86,4,100,1,3.48,23,9,4,2,5,3,0,0,0,0,"Summer,Plus Size,Necks,Dress,Polkas,Round neck,Women's Fashion,Fashion,polka dot,Sleeveless dress,Ladies,sleeveless,printed,Casual,Women","green",1,0,49,50,4.12148374348841,"S","CN"
"1042",7,9,100,0,3.23,43,14,6,9,4,10,0,0,0,0,"Mini,womens dresses,Summer,sleevele,Dress,Mini dress,Women's Fashion,Fashion,backless,party,sexy,summer dresses,Women S Clothing,Casual,sleeveless","apricot",1,0,40,50,4.10634252342795,"2XS","CN"
"1043",12,11,1000,0,3.61,171,73,30,26,13,29,0,0,0,0,"butterflyprint,butterfly,Plus Size,Summer,fashion dress,Dress,Mini dress,Mini,Women's Fashion,Fashion,Summer Fashion,knee,Casual,Women Fashion,casual dress,Shorts,button,summer dress,Women,Print,sleeveless,Above Knee dresses,loose dress","white",7,0,54,50,4.19455414674704,"S","CN"
"1044",8,26,100,0,3.07,14,3,2,5,1,3,0,0,0,0,"slimming,wasitcincher,Fashion,waistgirdle,slimmingcorset,Corset,Summer,Waist,waist trainer,Fashion Accessory,Vest,shaperwear,belt","black",50,0,40,50,3.18604651162791,"2XL","CN"
"1045",12,11,100,0,4.09,11,7,1,1,1,1,0,0,0,0,"Mini,Fashion,Summer,V Neckdress,Dress,backless dress,V-neck,Mini dress,beach dress,polka dot dress,Casual,loosedresse,Tops,summer dress,Polkas,spaghettistrapdre,Cotton Dress,Sleeveless dress,backless,sleeveless,Women's Fashion,polka dot","black",50,0,84,50,3.93389830508475,"M","CN"
"1046",7,6,100,0,3.65,20,8,5,2,2,3,0,0,0,0,"Deep V-Neck,Fashion,chiffon,V-neck,Women's Fashion,camisolestanktop,Casual Tops,Tank,Casual,ladiessleevelesstop,blouse,tops shirts for women,Shirt,Tops,Womens Blouse,T Shirts,Womens T Shirts,women chiffon shirt,sumnerblouseforwomen,Ladies,sexy shirts for women,Women,sleeveless","red",50,0,18,50,3.625,"XS","CN"
"1047",8,22,1000,0,3.74,638,266,135,119,41,77,0,0,0,0,"Summer,Fashion,leaf,bathing suit,Women's Fashion,Swimsuit,Swimwear,Bikini,splits,Women,Suits,sexy,Swimming,Beach,printed","white",50,0,44,50,4.19116670356431,"S","CN"
"1048",6,11,1000,0,4.11,76,44,11,11,5,5,0,0,0,0,"Summer,Shorts,pantsforwomen,pants,Short pants,summer shorts,women shorts,sportshort,yogashort,Women's Fashion,Fashion,sexy,shortpantsforwomen,Beach,Casual","red",50,0,43,50,3.80168428005284,"S","CN"
"1049",4,4,100,1,4.07,46,23,12,6,1,4,0,0,0,0,"blouse,Summer,Vest,Tank,Shirt,Tops,Loose,Women's Fashion,printed,Tops & T-Shirts,Print,sleeveless,Casual","yellow",50,0,48,50,3.88454364585924,"S","CN"
"1051",3,3,100,1,4.29,58,36,13,3,2,4,1,0,1,0,"blouse,Summer,Vest,Plus Size,Tank,Shirt,Women Blouse,Short Sleeve Blouses,Tops,Ladies,Women's Fashion,Fashion,chiffon blouse,Print,sleeveless,feather,Sport,Casual,Women","black",5,0,34,50,3.88380952380952,"S","CN"
"1052",16,14,100,1,3.73,89,39,21,10,4,15,0,0,0,0,"Summer,Plus Size,tiedyeprint,Dress,short sleeves,Mini dress,Ladies,Women's Fashion,Fashion,Tie Dye,Dyes,Casual,Women Fashion,shortsleevesdre,Shorts,one shoulder dress,Sleeve,summer dress,Women,Print,women dress,casual dress,Ladies Fashion,loose dress","yellow",50,0,41,50,3.94679091563424,"M","CN"
